Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Open Consumer Login page,2018-10-12 21:30:55,2018-10-12 21:31:01,6.464s,PASSED
click,Chrome 69.0.3497.100,Click Cancel button,2018-10-12 21:31:01,2018-10-12 21:31:03,1.875s,PASSED
verifyElementNotPresent,Chrome 69.0.3497.100,Verify point: Redirect to Homepage,2018-10-12 21:31:03,2018-10-12 21:31:03,0.128s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:31:03,2018-10-12 21:31:04,0.733s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_06_Verify that user login valid email and password redirect to account page,Chrome 69.0.3497.100,Successfully login to test redirect to Account page,2018-10-12 21:31:04,2018-10-12 21:31:13,9.347s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Open Consumer Login page,2018-10-12 21:31:04,2018-10-12 21:31:10,6.276s,PASSED
customkeyword.CommonKeyword.LoginConsumer,Chrome 69.0.3497.100,Login with valid email and password,2018-10-12 21:31:10,2018-10-12 21:31:12,2.093s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point login successfully,2018-10-12 21:31:12,2018-10-12 21:31:13,0.031s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:31:13,2018-10-12 21:31:13,0.736s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_07_Verify that clicking on merchant login link (here) will redirect to merchant login page,Chrome 69.0.3497.100,Click Here link to test redirecting to Merchant login,2018-10-12 21:31:13,2018-10-12 21:31:26,12.361s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Consumer Login page,2018-10-12 21:31:13,2018-10-12 21:31:20,6.556s,PASSED
click,Chrome 69.0.3497.100,Click Here link,2018-10-12 21:31:20,2018-10-12 21:31:25,4.814s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-12 21:31:25,2018-10-12 21:31:25,0.032s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:31:25,2018-10-12 21:31:26,0.756s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_08_Verify that clicking on Forgot password link will redirect to Reset password page,Chrome 69.0.3497.100,Click Forgot password link to test redirecting to Reset-password page,2018-10-12 21:31:26,2018-10-12 21:31:34,8.590s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Consumer Login page,2018-10-12 21:31:26,2018-10-12 21:31:33,6.764s,PASSED
click,Chrome 69.0.3497.100,Click Forgot-Password link,2018-10-12 21:31:33,2018-10-12 21:31:33,0.754s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-12 21:31:33,2018-10-12 21:31:33,0.039s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:31:33,2018-10-12 21:31:34,0.750s,PASSED
,,,,,,
